spot_id,name_ja,name_it,city,day,category,lat,lng,reservation_required,official_url,gmaps_url,recommended_item_or_feature,mime_tip,page_link
h_delfino_mestre,ホテル デルフィーノ (Hotel Delfino),Quality Hotel Delfino Venezia Mestre,Mestre (Venice),Day 2,hotel,45.4852,12.2395,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Delfino+Mestre,"Corso del Popolo, 211, 30172 Mestre, Venezia",ポポロ通り沿い。ベネチア本島行きバス停が目の前でアクセス抜群。,day2.html
h_ambasciatori_mestre,ホテル アンバシアトーリ (Hotel Ambasciatori),Hotel Ambasciatori Mestre,Mestre (Venice),Day 2,hotel,45.4845,12.2385,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Ambasciatori+Mestre,"Corso del Popolo, 221, 30172 Mestre, Venezia",デルフィーノ隣接の4つ星。フィットネスやレストランも完備。,day2.html
h_tritone_mestre,ホテル トリトーネ (Hotel Tritone),Hotel Tritone Mestre,Mestre (Venice),Day 2,hotel,45.4825,12.2338,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Tritone+Mestre,"Viale Stazione, 16, 30171 Mestre, Venezia",メストレ駅目の前。早朝出発や夜間到着にも安心の好ロケーション。,day2.html
h_bb_calenzano,B&B ホテル フィレンツェ カレンツァーノ ファースト,B&B Hotel Firenze Calenzano First,Calenzano (Florence),Day 3,hotel,43.856,11.1645,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=BB+Hotel+Firenze+Calenzano+First,"Via Dino Ciolli, 5, 50041 Calenzano FI",高速IC近くでツアーバス発着に便利。モダンで機能的な客室。,day3.html
h_delta_florence,ホテル デルタ フィレンツェ (Hotel Delta Florence),Hotel Delta Florence,Calenzano (Florence),Day 3,hotel,43.858,11.168,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Delta+Florence+Calenzano,"Via Vittorio Emanuele, 3, 50041 Calenzano FI",カレンツァーノの大型4つ星ホテル。広々としたロビーとレストラン完備。,day3.html
h_art_miro,アート ホテル ミロ (Art Hotel Miro),Art Hotel Miro Calenzano,Calenzano (Florence),Day 3,hotel,43.8568,11.1632,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Art+Hotel+Miro+Calenzano,"Via Dino Ciolli, 18, 50041 Calenzano FI",ミロのアート作品を配したお洒落なホテル。快適なベッドとバスタブ付き客室多数。,day3.html
h_president_prato,ホテル プレジデント プラート (Hotel President),Hotel President Prato,Prato (Florence),Day 3,hotel,43.8745,11.0965,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+President+Prato,"Via Arrigo del Rigo, 1, 59100 Prato PO",プラート駅近く。トスカーナ観光の拠点として静かで落ち着いた環境。,day3.html
h_starhotels_vespucci,スターホテルズ ヴェスプッチ (Starhotels Vespucci),Starhotels Vespucci,Campi Bisenzio (Florence),Day 4,hotel,43.824,11.137,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Starhotels+Vespucci+Campi+Bisenzio,"Via San Quirico, 292, 50013 Campi Bisenzio FI",洗練されたイタリアンブランドホテル。大型ショッピングモール至近。,day4.html
h_croce_malta,グランド ホテル クローチェ ディ マルタ,Grand Hotel Croce di Malta,Montecatini Terme,Day 4,hotel,43.886,10.771,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Grand+Hotel+Croce+di+Malta+Montecatini,"Viale IV Novembre, 18, 51016 Montecatini Terme PT",名門温泉保養地モンテカティーニの優雅な4つ星。トスカーナの風情を満喫。,day4.html
h_nilhotel,ニルホテル フィレンツェ (NilHotel Florence),NilHotel Florence,Florence,Day 4,hotel,43.798,11.222,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=NilHotel+Florence,"Via Barsanti, 27/A, 50127 Firenze",フィレンツェ北部ノボリ地区の4つ星スーペリア。市内中心部へトラムで直結。,day4.html
h_archimede_rome,ホテル アルキメーデ (Hotel Archimede Roma),Hotel Archimede Roma,Rome (Termini),Day 5,hotel,41.9038,12.502,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Archimede+Roma,"Via dei Mille, 41, 00185 Roma RM",テルミニ駅北側徒歩3分！地下鉄・バスでのローマ自由行動に最高のロケーション。,day5.html
h_starhotels_metropole,スターホテルズ メトロポール (Starhotels Metropole),Starhotels Metropole Roma,Rome (Termini),Day 5,hotel,41.9002,12.4975,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Starhotels+Metropole+Roma,"Via Principe Amedeo, 3, 00185 Roma RM",オペラ座近くの洗練された4つ星スーペリア。治安も良く上質なハネムーン滞在。,day5.html
h_royal_santina,ベストウェスタン プレミア ホテル ロイヤル サンティーナ,BW Premier Hotel Royal Santina,Rome (Termini),Day 5,hotel,41.9035,12.5025,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Royal+Santina+Roma,"Via Marsala, 22, 00185 Roma RM",テルミニ駅マルサラ口すぐ。LED照明とモダンな客室設備が評判の4つ星。,day5.html
h_universo_rome,ベストウェスタン プラス ホテル ユニバース,Best Western Plus Hotel Universo,Rome (Termini),Day 5,hotel,41.9008,12.4978,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Universo+Roma,"Via Principe Amedeo, 5/B, 00185 Roma RM",オペラ座隣接。広々とした客室とバラエティ豊かな朝食ビュッフェが魅力。,day5.html
h_gioberti_art,ジョベルティ アート ホテル (Gioberti Art Hotel),Gioberti Art Hotel Roma,Rome (Termini),Day 6,hotel,41.8998,12.5005,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Gioberti+Art+Hotel+Roma,"Via Gioberti, 23, 00185 Roma RM",テルミニ駅徒歩2分。現代アートが彩るスタイリッシュな4つ星スーペリア。,day6.html
h_massimo_dazeglio,ホテル マッシモ ダゼリオ (Hotel Massimo d'Azeglio),Hotel Massimo d'Azeglio,Rome (Termini),Day 6,hotel,41.8997,12.4985,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Massimo+dAzeglio+Roma,"Via Cavour, 18, 00184 Roma RM",1875年創業の老舗名門。クラシカルな木調の落ち着いた雰囲気。,day6.html
h_nord_nuova,ホテル ノルド ヌオーヴァ ローマ,Hotel Nord Nuova Roma,Rome (Termini),Day 6,hotel,41.9012,12.4988,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=Hotel+Nord+Nuova+Roma,"Via G. Amendola, 3, 00185 Roma RM",テルミニ駅徒歩3分。ローマの街並みを見渡せるルーフトップバー付き。,day6.html
h_unahotels_deco,ウナホテルズ デコ ローマ (UNAHOTELS Decò Roma),UNAHOTELS Decò Roma,Rome (Termini),Day 6,hotel,41.9005,12.4972,ツアー手配（宿泊ホテル候補）,https://www.his-j.com/,https://maps.google.com/?q=UNAHOTELS+Deco+Roma,"Via Principe Amedeo, 4, 00185 Roma RM",アールデコ様式の洗練された高級感。テルミニ駅近で自由行動に抜群。,day6.html
